day,hour,temperature,wind,sharedbikes
268,3,130,165,28
268,4,130,195,56
268,5,125,140,97
268,6,115,140,520
268,7,110,175,1972
268,8,110,165,3937
268,9,120,150,1903
268,10,125,185,881
268,11,130,180,845
268,12,140,155,1009
268,13,140,220,1148
268,14,135,260,1002
268,15,130,305,1121
268,16,130,330,1400
268,17,130,325,2904
268,18,130,305,2833
268,19,120,290,1604
268,20,110,210,897
268,21,100,200,587
268,22,100,170,431
268,23,90,185,275
269,0,90,160,129
269,1,80,120,67
269,2,80,120,36
269,3,80,160,24
269,4,80,130,33
269,5,80,130,116
269,6,85,160,613
269,7,95,270,2095
269,8,100,260,4031
269,9,100,305,1977
269,10,100,300,855
269,11,110,340,696
269,12,110,360,713
269,13,110,320,422
269,14,110,380,414
269,15,110,370,604
269,16,110,330,806
269,17,110,330,1581
269,18,115,370,1731
269,19,115,320,1283
269,20,120,340,794
269,21,115,360,549
269,22,120,300,420
269,23,120,295,235
270,0,120,350,102
270,1,120,305,66
270,2,120,350,32
270,3,120,320,32
270,4,120,310,27
270,5,120,325,76
270,6,130,310,530
270,7,130,325,1674
270,8,130,320,3631
270,9,130,330,1760
270,10,135,370,740
270,11,130,350,641
270,12,130,310,621
270,13,130,305,645
270,14,130,295,547
270,15,130,260,667
270,16,135,290,1015
270,17,130,350,2481
270,18,115,270,2465
270,19,110,250,1505
270,20,100,250,888
270,21,100,260,700
270,22,95,250,508
270,23,90,275,355
271,0,80,240,55
271,1,75,260,31
271,2,65,195,12
271,3,60,180,46
271,4,55,140,40
271,5,50,180,90
271,6,50,185,586
271,7,40,110,1860
271,8,50,160,3880
271,9,65,165,1975
271,10,75,200,917
271,11,90,210,837
271,12,95,230,1009
271,13,100,260,1114
271,14,100,240,1037
271,15,100,250,1134
271,16,90,220,1439
271,17,90,250,2704
271,18,90,220,2489
271,19,90,280,1560
271,20,90,250,913
271,21,90,270,662
271,22,100,340,552
271,23,100,310,382
272,0,100,320,197
272,1,110,320,131
272,2,110,330,71
272,3,110,350,45
272,4,115,320,36
272,5,115,310,98
272,6,120,360,527
272,7,120,340,1724
272,8,120,380,3452
272,9,115,360,1792
272,10,120,380,871
272,11,120,360,780
272,12,120,350,1018
272,13,120,320,862
272,14,120,295,736
272,15,120,315,974
272,16,120,310,1411
272,17,120,300,2499
272,18,120,280,2154
272,19,120,330,1171
272,20,125,360,693
272,21,130,390,503
272,22,120,360,411
272,23,120,370,370
273,0,130,330,129
273,1,130,315,61
273,2,130,315,35
273,3,125,285,31
273,4,120,310,34
273,5,120,305,95
273,6,125,295,512
273,7,130,340,1813
273,8,120,310,3718
273,9,125,340,1863
273,10,130,330,806
273,11,130,400,677
273,12,135,390,866
273,13,135,390,832
273,14,145,360,794
273,15,140,360,919
273,16,140,350,1355
273,17,140,340,2841
273,18,140,340,2686
273,19,130,470,1534
273,20,120,435,851
273,21,115,405,571
273,22,110,350,360
273,23,100,320,223
274,0,100,350,112
274,1,100,330,75
274,2,100,315,44
274,3,100,290,25
274,4,100,275,33
274,5,100,310,102
274,6,100,300,623
274,7,100,310,2005
274,8,100,315,3670
274,9,90,350,1704
274,10,90,290,810
274,11,100,325,746
274,12,105,385,989
274,13,105,390,1032
274,14,100,390,919
274,15,100,330,957
274,16,90,315,1434
274,17,80,230,2846
274,18,80,270,2600
274,19,75,250,1556
274,20,70,250,909
274,21,60,230,628
274,22,60,220,457
274,23,55,195,238
275,0,50,220,127
275,1,50,195,56
275,2,50,200,44
275,3,50,220,29
275,4,45,200,36
275,5,40,160,103
275,6,40,205,589
275,7,40,230,2019
275,8,50,250,3823
275,9,55,260,1891
275,10,65,320,819
275,11,70,310,711
275,12,75,260,945
275,13,80,270,929
275,14,85,260,793
275,15,90,265,929
275,16,90,240,1399
275,17,80,200,2739
275,18,75,175,2608
275,19,70,195,1482
275,20,70,185,881
275,21,60,170,633
275,22,60,160,538
275,23,55,160,313
276,0,50,160,133
276,1,55,210,96
276,2,60,190,72
276,3,65,200,38
276,4,60,215,40
276,5,75,235,89
276,6,90,295,553
276,7,90,310,1841
276,8,100,280,3814
276,9,110,300,1996
276,10,120,305,860
276,11,125,280,747
276,12,130,280,964
276,13,135,270,1024
276,14,135,330,926
276,15,130,250,1028
276,16,130,160,1429
276,17,125,90,2733
276,18,120,120,2534
276,19,120,150,1565
276,20,115,170,1006
276,21,110,160,694
276,22,110,140,574
276,23,110,175,398
277,0,110,195,208
277,1,110,180,120
277,2,110,185,74
277,3,110,140,52
277,4,110,160,46
277,5,110,150,96
277,6,105,170,449
277,7,105,195,1530
277,8,110,220,3435
277,9,105,195,1738
277,10,110,225,830
277,11,110,230,811
277,12,110,270,965
277,13,110,230,1022
277,14,110,280,881
277,15,110,270,1064
277,16,110,270,1460
277,17,110,270,2656
277,18,110,200,1976
277,19,110,235,1175
277,20,110,295,687
277,21,100,285,451
277,22,100,250,438
277,23,110,260,433
278,6,80,320,494
278,7,80,330,1707
278,8,90,360,3577
278,9,95,385,1697
278,10,100,460,671
278,11,100,470,625
278,12,95,495,612
278,13,90,445,490
278,14,95,465,527
278,15,90,560,556
278,16,90,510,964
278,17,90,435,2212
278,18,95,460,2336
278,19,90,435,1256
278,20,80,330,736
278,21,80,360,456
278,22,80,360,384
278,23,70,270,197
279,0,70,240,110
279,1,70,260,55
279,2,65,220,37
279,3,60,240,12
279,4,60,155,34
279,5,60,75,95
279,6,60,90,580
279,7,70,140,1800
279,8,60,120,3851
279,9,65,140,1895
279,10,70,170,795
279,11,60,210,687
279,12,70,260,985
279,13,70,230,971
279,14,80,290,851
279,15,75,270,884
279,16,70,230,1349
279,17,65,265,2623
279,18,60,295,2436
279,19,50,230,1286
279,20,50,240,784
279,21,60,240,554
279,22,50,260,394
279,23,50,260,240
280,0,55,210,103
280,1,60,210,76
280,2,65,220,41
280,3,60,230,28
280,4,60,270,34
280,5,50,240,87
280,6,55,240,564
280,7,60,230,1766
280,8,60,230,3455
280,9,70,240,1728
280,10,70,215,752
280,11,75,190,699
280,12,80,195,908
280,13,80,140,953
280,14,90,195,900
280,15,90,210,1028
280,16,85,205,1373
280,17,80,170,2691
280,18,70,150,2609
280,19,70,110,1543
280,20,60,110,971
280,21,50,100,598
280,22,50,90,478
280,23,40,90,241
281,0,40,100,181
281,1,30,100,68
281,2,30,90,50
281,3,30,60,33
281,4,30,80,30
281,5,30,110,95
281,6,20,100,549
281,7,20,80,1777
281,8,25,85,3881
281,9,35,75,1905
281,10,55,60,920
281,11,75,80,817
281,12,80,90,1093
281,13,85,150,1104
281,14,90,130,1006
281,15,80,110,1119
281,16,75,90,1438
281,17,75,75,2674
281,18,70,70,2594
281,19,65,90,1503
281,20,60,90,840
281,21,50,90,666
281,22,50,85,494
281,23,50,85,349
282,0,50,65,171
282,1,45,75,113
282,2,40,65,70
282,3,35,100,51
282,4,40,130,36
282,5,40,110,96
282,6,30,120,506
282,7,35,150,1574
282,8,45,140,3501
282,9,60,180,1905
282,10,50,195,856
282,11,50,150,820
282,12,50,175,1077
282,13,50,170,1028
282,14,55,180,914
282,15,60,205,1003
282,16,60,210,1425
282,17,60,150,2484
282,18,55,130,1999
282,19,50,100,1182
282,20,50,70,705
282,21,50,80,493
282,22,45,80,409
282,23,35,100,401
283,0,20,180,99
283,1,20,180,65
283,2,20,205,39
283,3,20,180,18
283,4,15,140,24
283,5,10,130,88
283,6,15,160,453
283,7,20,185,1506
283,8,30,215,3352
283,9,35,210,1741
283,10,40,220,704
283,11,45,250,662
283,12,55,230,860
283,13,60,180,902
283,14,65,195,869
283,15,65,185,978
283,16,60,150,1182
283,17,55,140,2683
283,18,50,130,2462
283,19,50,130,1356
283,20,40,100,752
283,21,35,80,469
283,22,30,75,329
283,23,25,65,196
284,0,20,40,93
284,1,10,50,57
284,2,10,0,33
284,3,5,50,12
284,4,10,50,22
284,5,0,20,93
284,6,0,20,526
284,7,0,60,1740
284,8,10,70,3552
284,9,25,80,1731
284,10,45,50,856
284,11,65,130,827
284,12,70,170,1063
284,13,75,180,1092
284,14,80,160,1004
284,15,75,185,1146
284,16,65,195,1457
284,17,60,130,2765
284,18,55,110,2488
284,19,50,100,1538
284,20,40,90,885
284,21,35,100,675
284,22,35,100,464
284,23,40,80,267
285,0,40,90,125
285,1,30,110,57
285,2,30,100,37
285,3,30,100,27
285,4,30,70,26
285,5,30,70,94
285,6,20,90,529
285,7,30,110,1814
285,8,35,80,3635
285,9,55,120,1654
285,10,60,220,830
285,11,65,210,716
285,12,70,190,970
285,13,70,180,922
285,14,70,170,831
285,15,65,170,899
285,16,60,150,1081
285,17,60,110,1860
285,18,55,110,1283
285,19,50,100,675
285,20,50,100,328
285,21,50,100,273
285,22,50,90,207
285,23,50,130,161
286,0,50,160,88
286,1,50,160,59
286,2,45,150,23
286,3,45,140,28
286,4,40,170,26
286,5,40,140,88
286,6,40,120,479
286,7,40,120,1634
286,8,40,140,3380
286,9,50,150,1772
286,10,55,160,868
286,11,65,170,781
286,12,70,160,1026
286,13,70,180,1004
286,14,80,150,957
286,15,75,140,1071
286,16,70,150,1469
286,17,70,110,2616
286,18,55,65,2456
286,19,55,65,1357
286,20,45,90,870
286,21,40,90,616
286,22,40,80,466
286,23,35,110,383
287,0,30,130,172
287,1,30,120,96
287,2,30,100,63
287,3,20,95,51
287,4,20,120,41
287,5,20,80,89
287,6,20,110,421
287,7,20,80,1406
287,8,35,90,3214
287,9,60,140,1764
287,10,75,195,957
287,11,80,230,959
287,12,90,260,1256
287,13,85,245,1259
287,14,100,220,1131
287,15,90,260,1095
287,16,85,230,1288
287,17,80,250,2318
287,18,80,270,1768
287,19,80,330,1045
287,20,85,305,634
287,21,90,300,451
287,22,90,290,341
287,23,95,240,354
288,0,120,295,133
288,1,120,280,51
288,2,110,230,32
288,3,110,260,20
288,4,110,220,28
288,5,105,220,70
288,6,85,140,319
288,7,80,70,1386
288,8,80,70,3199
288,9,85,90,1335
288,10,80,130,410
288,11,80,170,447
288,12,90,180,657
288,13,90,205,752
288,14,90,240,725
288,15,90,200,864
288,16,90,180,1322
288,17,90,160,2832
288,18,80,140,2512
288,19,80,90,1468
288,20,80,100,795
288,21,80,110,555
288,22,75,130,365
288,23,70,150,186
289,0,60,120,106
289,1,60,120,69
289,2,60,120,42
289,3,60,130,20
289,4,60,110,29
289,5,60,100,103
289,6,60,150,621
289,7,60,120,2066
289,8,60,150,4051
289,9,70,180,1950
289,10,70,170,827
289,11,80,190,808
289,12,80,150,1032
289,13,85,130,1057
289,14,85,150,953
289,15,85,130,965
289,16,80,140,1493
289,17,75,90,3006
289,18,70,55,2665
289,19,60,50,1463
289,20,55,40,881
289,21,40,20,629
289,22,40,0,497
289,23,30,0,324
290,0,20,0,150
290,1,20,0,74
290,2,20,40,49
290,3,10,40,29
290,4,5,20,37
290,5,10,30,96
290,6,5,50,591
290,7,10,40,1962
290,8,15,40,4019
290,9,30,60,1880
290,10,50,80,895
290,11,70,80,827
290,12,70,110,1068
290,13,75,75,1082
290,14,75,50,998
290,15,70,70,1014
290,16,70,100,1477
290,17,65,70,2756
290,18,55,50,2628
290,19,50,40,1495
290,20,40,20,901
290,21,35,0,606
290,22,30,40,504
290,23,20,40,343
291,0,20,20,168
291,1,10,20,78
291,2,10,80,46
291,3,10,100,60
291,4,10,110,34
291,5,15,100,94
291,6,20,100,563
291,7,25,130,1882
291,8,30,130,3867
291,9,35,130,1948
291,10,30,130,838
291,11,40,110,721
291,12,45,100,923
291,13,50,110,993
291,14,50,110,831
291,15,60,160,937
291,16,60,120,1410
291,17,50,90,2637
291,18,50,60,2424
291,19,35,20,1468
291,20,35,20,834
291,21,30,50,601
291,22,20,40,458
291,23,15,20,359
292,0,10,50,188
292,1,10,0,110
292,2,10,50,66
292,3,10,50,60
292,4,15,95,54
292,5,0,90,105
292,6,10,40,481
292,7,15,90,1704
292,8,20,100,3477
292,9,35,110,1774
292,10,45,110,864
292,11,60,130,835
292,12,70,130,1085
292,13,75,180,1130
292,14,70,180,1041
292,15,60,170,1103
292,16,60,170,1599
292,17,60,180,2570
292,18,60,180,2018
292,19,50,190,1215
292,20,50,150,698
292,21,50,120,508
292,22,50,100,459
292,23,45,100,436
293,0,35,150,71
293,1,30,110,48
293,2,30,100,33
293,3,30,70,24
293,4,20,55,35
293,5,20,30,94
293,6,20,40,513
293,7,25,40,1825
293,8,45,45,3775
293,9,60,120,1765
293,10,70,130,773
293,11,75,130,699
293,12,85,100,924
293,13,80,65,944
293,14,80,80,831
293,15,80,65,1023
293,16,80,60,1430
293,17,70,120,2868
293,18,70,90,2705
293,19,70,110,1463
293,20,65,110,862
293,21,60,120,536
293,22,60,140,257
293,23,60,160,87
294,0,60,195,29
294,1,50,170,14
294,2,50,180,16
294,3,55,170,14
294,4,60,170,32
294,5,70,260,85
294,6,70,270,563
294,7,80,280,1621
294,8,85,260,3514
294,9,100,260,1469
294,10,100,250,287
294,11,100,240,190
294,12,110,290,500
294,13,125,290,634
294,14,130,290,651
294,15,130,260,728
294,16,130,325,1321
294,17,120,335,2852
294,18,120,240,2586
294,19,110,270,1444
294,20,105,280,899
294,21,100,275,580
294,22,95,270,435
294,23,90,250,240
295,0,90,270,135
295,1,90,260,66
295,2,70,325,24
295,3,70,290,27
295,4,60,280,34
295,5,60,240,88
295,6,50,300,588
295,7,50,270,2013
295,8,60,315,3542
295,9,60,380,1654
295,10,50,315,347
295,11,45,230,359
295,12,60,350,563
295,13,55,450,595
295,14,65,455,637
295,15,65,370,691
295,16,70,350,1238
295,17,70,315,2646
295,18,65,240,2446
295,19,60,250,1216
295,20,60,290,681
295,21,60,285,557
295,22,60,290,337
295,23,70,320,151
296,0,70,305,115
296,1,65,350,52
296,2,70,380,52
296,3,60,380,28
296,4,60,350,35
296,5,50,280,87
296,6,50,260,559
296,7,40,205,1900
296,8,50,200,3794
296,9,55,195,2000
296,10,65,170,921
296,11,75,140,822
296,12,90,170,1033
296,13,90,160,1078
296,14,95,180,973
296,15,90,185,994
296,16,90,150,1487
296,17,85,150,2659
296,18,80,140,2395
296,19,75,150,1363
296,20,70,140,870
296,21,70,170,569
296,22,70,210,370
296,23,70,210,260
297,0,70,220,117
297,1,80,190,44
297,2,70,215,39
297,3,60,270,41
297,4,55,250,41
297,5,45,205,93
297,6,35,190,503
297,7,40,195,1660
297,8,45,200,3530
297,9,55,210,1845
297,10,65,200,945
297,11,80,250,876
297,12,80,210,1196
297,13,80,205,1218
297,14,85,195,1055
297,15,80,210,1222
297,16,75,150,1558
297,17,70,130,2733
297,18,60,90,2071
297,19,60,65,1218
297,20,50,30,695
297,21,50,75,518
297,22,40,70,375
297,23,30,20,377
298,0,40,100,100
298,1,40,140,45
298,2,30,120,20
298,3,25,110,18
298,4,20,90,22
298,5,20,120,103
298,6,20,120,523
298,7,20,160,1873
298,8,30,200,3690
298,9,40,185,1756
298,10,50,210,710
298,11,60,195,658
298,12,70,215,806
298,13,70,210,823
298,14,70,220,727
298,15,70,185,793
298,16,70,165,1220
298,17,70,150,2742
298,18,70,160,2654
298,19,60,140,1458
298,20,60,120,877
298,21,55,65,515
298,22,50,70,355
298,23,40,65,184
299,0,30,60,108
299,1,30,60,72
299,2,20,50,32
299,3,15,110,20
299,4,10,120,26
299,5,10,120,101
299,6,10,120,631
299,7,20,120,2106
299,8,25,100,3878
299,9,45,100,1882
299,10,60,160,745
299,11,75,180,655
299,12,80,200,881
299,13,90,190,880
299,14,90,185,804
299,15,90,200,817
299,16,85,195,1435
299,17,80,220,2581
299,18,75,180,2279
299,19,70,195,1240
299,20,70,195,757
299,21,70,210,566
299,22,75,150,391
299,23,80,180,242
300,0,80,175,108
300,1,80,170,48
300,2,80,260,28
300,3,80,215,17
300,4,70,250,16
300,5,75,260,57
300,6,80,270,282
300,7,80,205,1389
300,8,80,180,2888
300,9,90,180,1581
300,10,90,85,787
300,11,90,70,634
300,12,100,55,667
300,13,95,155,804
300,14,85,195,578
300,15,90,185,526
300,16,80,190,894
300,17,80,170,2420
300,18,80,160,2204
300,19,70,140,1196
300,20,70,130,762
300,21,70,140,629
300,22,70,120,405
300,23,60,120,222
301,0,60,90,147
301,1,60,70,86
301,2,60,65,47
301,3,60,80,35
301,4,60,65,45
301,5,60,65,105
301,6,60,70,518
301,7,60,90,1807
301,8,60,90,3518
301,9,60,120,1681
301,10,70,100,766
301,11,80,80,732
301,12,80,100,908
301,13,90,100,945
301,14,90,90,840
301,15,90,80,975
301,16,90,75,1412
301,17,90,50,2656
301,18,80,95,2549
301,19,65,110,1402
301,20,60,60,840
301,21,55,40,600
301,22,50,20,568
301,23,40,0,322
302,0,40,50,180
302,1,35,20,106
302,2,20,30,61
302,3,25,30,52
302,4,10,50,51
302,5,10,50,106
302,6,10,20,509
302,7,5,50,1718
302,8,15,30,3472
302,9,45,30,1905
302,10,70,65,958
302,11,75,120,943
302,12,90,110,871
302,13,95,90,603
302,14,100,90,477
302,15,100,110,576
302,16,95,120,917
302,17,80,130,2045
302,18,65,130,2115
302,19,60,90,1195
302,20,60,70,709
302,21,40,110,497
302,22,40,80,442
302,23,40,55,385
303,0,55,100,120
303,1,60,130,68
303,2,60,150,31
303,3,60,160,21
303,4,60,160,35
303,5,50,140,100
303,6,55,150,539
303,7,55,220,1912
303,8,50,220,3674
303,9,60,260,1814
303,10,65,260,884
303,11,75,260,816
303,12,85,290,1043
303,13,90,305,1023
303,14,100,330,1056
303,15,100,320,1255
303,16,85,340,1650
303,17,80,305,3163
303,18,70,220,2801
303,19,60,210,1446
303,20,60,180,814
303,21,60,140,548
303,22,60,110,409
303,23,50,75,226
304,0,40,50,105
304,1,45,40,72
304,2,40,60,42
304,3,30,50,22
304,4,30,70,33
304,5,30,50,103
304,6,45,20,600
304,7,60,110,2133
304,8,60,150,3952
304,9,60,110,1771
304,10,70,170,846
304,11,80,140,728
304,12,80,150,928
304,13,90,180,1000
304,14,90,160,908
304,15,85,170,996
304,16,80,150,1416
304,17,80,170,2963
304,18,80,195,2768
304,19,80,180,1520
304,20,70,190,875
304,21,70,170,646
304,22,70,160,500
304,23,70,150,297
305,0,70,150,121
305,1,70,160,60
305,2,70,160,37
305,3,70,140,29
305,4,70,170,33
305,5,80,150,108
305,6,70,170,587
305,7,70,215,2055
305,8,70,230,3979
305,9,80,250,1865
305,10,80,250,860
305,11,80,270,737
305,12,85,305,989
305,13,80,280,1034
305,14,90,305,912
305,15,85,340,1061
305,16,70,350,1504
305,17,70,265,2826
305,18,70,230,2672
305,19,70,250,1499
305,20,70,195,878
305,21,70,195,679
305,22,60,150,502
305,23,50,120,295
306,0,40,80,155
306,1,40,65,72
306,2,35,70,46
306,3,30,70,42
306,4,30,55,47
306,5,30,65,104
306,6,25,90,571
306,7,35,100,1999
306,8,55,120,3948
306,9,75,170,1903
306,10,85,185,952
306,11,100,230,857
306,12,100,220,1226
306,13,105,210,1286
306,14,110,195,1180
306,15,105,150,1367
306,16,100,170,1774
306,17,85,140,2995
306,18,75,140,2723
306,19,60,140,1432
306,20,60,70,896
306,21,60,80,598
306,22,50,55,508
306,23,50,50,379
307,0,45,60,252
307,1,40,70,117
307,2,40,90,67
307,3,30,110,55
307,4,30,110,53
307,5,30,130,101
307,6,30,90,499
307,7,35,50,1713
307,8,40,55,3406
307,9,50,120,1713
307,10,60,150,830
307,11,60,130,795
307,12,70,140,1011
307,13,70,160,1057
307,14,80,150,1048
307,15,80,140,1079
307,16,80,150,1473
307,17,75,160,2637
307,18,70,140,1974
307,19,70,130,1120
307,20,70,170,754
307,21,70,180,509
307,22,70,160,388
307,23,65,120,396
308,0,80,60,117
308,1,80,55,83
308,2,75,60,52
308,3,70,60,42
308,4,70,50,42
308,5,70,60,116
308,6,70,60,585
308,7,85,90,2033
308,8,90,90,3643
308,9,100,90,1823
308,10,110,130,928
308,11,110,160,853
308,12,115,170,1034
308,13,110,190,1051
308,14,110,195,1023
308,15,110,200,1133
308,16,100,205,1551
308,17,95,185,3077
308,18,95,150,2872
308,19,90,100,1587
308,20,90,70,916
308,21,80,70,636
308,22,75,50,402
308,23,65,50,253
309,0,55,40,149
309,1,55,0,69
309,2,50,30,47
309,3,45,60,41
309,4,40,60,49
309,5,40,65,103
309,6,40,60,659
309,7,55,60,2183
309,8,65,20,4124
309,9,85,30,1969
309,10,105,65,1045
309,11,115,60,1012
309,12,120,90,1230
309,13,130,40,1361
309,14,130,50,1278
309,15,130,60,1379
309,16,130,80,1840
309,17,120,120,3421
309,18,115,80,3087
309,19,100,60,1625
309,20,90,65,995
309,21,90,75,714
309,22,90,80,489
309,23,85,90,281
310,0,80,65,143
310,1,80,40,92
310,2,75,40,54
310,3,70,40,33
310,4,70,60,64
310,5,70,20,108
310,6,70,40,640
310,7,75,50,2168
310,8,80,70,4093
310,9,85,50,1913
310,10,95,50,936
310,11,100,80,916
310,12,100,60,1077
310,13,100,55,1054
310,14,100,65,1075
310,15,100,50,1147
310,16,100,100,1618
310,17,100,120,2962
310,18,100,110,2716
310,19,100,60,1538
310,20,95,55,944
310,21,90,55,686
310,22,90,65,520
310,23,90,90,340
311,0,90,140,193
311,1,85,120,150
311,2,80,90,122
311,3,75,130,53
311,4,70,120,45
311,5,70,120,87
311,6,70,140,571
311,7,75,140,1898
311,8,85,185,3588
311,9,95,195,1819
311,10,100,195,1009
311,11,105,195,852
311,12,110,210,1178
311,13,110,210,901
311,14,105,225,673
311,15,100,170,584
311,16,100,220,864
311,17,90,215,1560
311,18,90,195,1369
311,19,90,195,679
311,20,90,200,386
311,21,90,180,314
311,22,90,160,204
311,23,90,170,230
312,0,70,190,115
312,1,60,210,73
312,2,60,180,67
312,3,70,190,27
312,4,70,220,44
312,5,70,220,96
312,6,70,210,448
312,7,70,220,1512
312,8,80,260,3126
312,9,90,300,1718
312,10,100,330,768
312,11,105,260,797
312,12,105,280,913
312,13,115,260,871
312,14,125,270,973
312,15,125,230,1053
312,16,120,270,1365
312,17,90,265,1710
312,18,85,250,1090
312,19,70,195,609
312,20,80,165,512
312,21,80,220,410
312,22,75,200,318
312,23,70,150,199
313,0,70,170,109
313,1,70,185,75
313,2,70,190,52
313,3,65,180,33
313,4,60,150,36
313,5,60,160,87
313,6,60,180,545
313,7,65,185,1727
313,8,75,185,3572
313,9,85,190,1710
313,10,95,200,896
313,11,105,240,880
313,12,120,215,1063
313,13,125,230,1178
313,14,120,250,1081
313,15,130,190,1162
313,16,130,205,1540
313,17,125,170,2941
313,18,120,130,3189
313,19,105,170,1894
313,20,95,130,1111
313,21,95,120,711
313,22,90,110,533
313,23,90,120,391
314,0,80,80,164
314,1,85,50,82
314,2,80,60,94
314,3,70,65,48
314,4,70,50,30
314,5,60,60,104
314,6,60,70,533
314,7,60,90,1890
314,8,65,80,3635
314,9,70,110,1929
314,10,90,150,961
314,11,100,160,967
314,12,105,150,1259
314,13,115,170,1344
314,14,120,180,1280
314,15,120,140,1306
314,16,120,140,1739
314,17,120,140,3170
314,18,105,195,3206
314,19,100,190,1842
314,20,90,75,1001
314,21,80,55,726
314,22,75,50,600
314,23,70,50,394
315,0,65,20,216
315,1,55,0,136
315,2,50,20,100
315,3,45,0,56
315,4,40,0,53
315,5,35,30,97
315,6,30,20,495
315,7,40,55,1630
315,8,60,80,3485
315,9,90,80,1911
315,10,105,120,999
315,11,115,170,1035
315,12,120,180,1317
315,13,130,195,1357
315,14,125,205,1299
315,15,125,210,1431
315,16,120,210,1750
315,17,110,220,3015
315,18,110,195,2608
315,19,105,140,1560
315,20,100,150,855
315,21,90,130,620
315,22,90,130,586
315,23,90,120,526
316,0,110,65,158
316,1,105,110,88
316,2,105,90,59
316,3,100,80,43
316,4,100,90,60
316,5,100,90,94
316,6,100,75,541
316,7,100,100,1791
316,8,100,120,3639
316,9,105,150,1782
316,10,120,210,838
316,11,125,205,841
316,12,130,180,902
316,13,120,195,1020
316,14,130,190,1013
316,15,125,160,1012
316,16,130,195,1352
316,17,120,185,2582
316,18,120,190,3074
316,19,115,140,1738
316,20,110,120,1065
316,21,105,120,646
316,22,95,90,470
316,23,90,110,301
317,0,90,120,171
317,1,90,80,88
317,2,90,120,55
317,3,85,75,43
317,4,85,65,55
317,5,90,130,100
317,6,90,130,666
317,7,90,130,2040
317,8,100,110,4061
317,9,115,140,1939
317,10,120,170,1024
317,11,130,180,935
317,12,135,180,1268
317,13,145,195,1387
317,14,145,235,1319
317,15,145,210,1391
317,16,145,230,1933
317,17,140,210,3579
317,18,140,150,3606
317,19,135,140,2193
317,20,130,65,1172
317,21,125,155,739
317,22,115,180,512
317,23,105,180,299
318,0,90,195,146
318,1,90,195,100
318,2,80,185,59
318,3,70,180,41
318,4,75,160,43
318,5,80,160,89
318,6,80,180,599
318,7,85,220,1807
318,8,90,240,3221
318,9,100,240,1409
318,10,105,290,715
318,11,125,260,816
318,12,125,305,952
318,13,125,280,818
318,14,105,350,840
318,15,115,365,896
318,16,115,405,1496
318,17,115,390,2966
318,18,105,340,2930
318,19,90,320,1747
318,20,90,295,915
318,21,80,280,640
318,22,75,240,443
318,23,70,270,314
319,0,70,240,161
319,1,70,220,78
319,2,60,240,75
319,3,60,210,41
319,4,60,220,37
319,5,60,260,94
319,6,60,260,540
319,7,65,260,1864
319,9,80,290,1748
319,10,90,260,754
319,11,85,290,682
319,12,80,260,763
319,13,80,230,636
319,14,80,220,515
319,15,100,160,826
319,16,100,185,1362
319,17,90,200,2017
319,18,100,140,2358
319,19,90,140,1457
319,20,85,85,825
319,21,90,170,643
319,22,90,170,518
319,23,80,140,364
320,0,75,120,183
320,1,70,150,151
320,2,70,160,60
320,3,60,90,41
320,4,60,130,50
320,5,60,100,87
320,6,65,90,525
320,7,70,70,1749
320,8,80,70,3526
320,9,90,70,1893
320,10,100,110,905
320,11,115,100,947
320,12,115,70,1212
320,13,120,100,1306
320,14,120,110,1194
320,15,135,65,1448
320,16,135,80,1801
320,17,130,130,3165
320,18,125,180,2619
320,19,115,170,1620
320,20,105,110,964
320,21,100,130,676
320,22,95,140,625
320,23,90,140,444
321,0,110,150,107
321,1,100,160,70
321,2,100,170,52
321,3,100,230,40
321,4,100,240,43
321,5,100,205,95
321,6,105,230,587
321,7,110,220,1925
321,8,120,240,3892
321,9,120,240,1910
321,10,130,250,823
321,11,140,195,846
321,12,140,170,1059
321,13,140,150,1073
321,14,140,140,528
321,15,125,120,310
321,16,120,90,832
321,17,130,70,2760
321,18,130,65,2994
321,19,130,75,1803
321,20,125,70,946
321,21,120,100,621
321,22,110,130,449
321,23,110,140,245
322,0,110,150,125
322,1,100,120,88
322,2,100,150,31
322,3,90,140,11
322,4,90,100,25
322,5,90,80,87
322,6,90,90,650
322,7,90,80,2016
322,8,100,140,4135
322,9,115,140,2065
322,10,125,160,982
322,11,145,150,926
322,12,155,140,1231
322,13,160,190,1286
322,14,160,185,1241
322,15,170,170,1339
322,16,165,195,1898
322,17,160,130,3706
322,18,135,120,3842
322,19,130,100,2116
322,20,125,100,1142
322,21,110,130,824
322,22,105,80,607
322,23,100,55,372
323,0,100,50,187
323,1,90,65,103
323,2,90,70,66
323,3,80,70,64
323,4,80,50,46
323,5,70,50,117
323,6,65,0,696
323,7,80,55,2301
323,8,95,35,4406
323,9,120,30,2224
323,10,140,20,1003
323,11,150,65,1001
323,12,160,90,1366
323,13,170,120,1319
323,14,170,110,1325
323,15,170,120,1464
323,16,165,110,1929
323,17,160,90,3680
323,18,160,65,3575
323,19,150,80,1997
323,20,140,110,1056
323,21,140,60,762
323,22,140,90,669
323,23,130,80,406
324,0,130,80,161
324,1,120,50,115
324,2,115,80,84
324,3,105,110,37
324,4,100,110,54
324,5,90,80,99
324,6,90,80,670
324,7,105,20,2243
324,8,115,70,4358
324,9,125,60,2230
324,10,145,55,1056
324,11,150,75,965
